"Time","Patch","Age","myID","momID","dadID","Mate"
521,70,8,46661738,42238091,41679748,46203430
521,70,20,45600267,44290801,44290927,44583585
521,70,16,45934512,43624280,42435378,42475129
521,73,27,44979288,43481769,43041701,43460938
521,73,26,45066514,42900791,42900612,44864537
521,73,15,46020967,45024113,45023960,46021023
521,73,20,45571725,44828925,44828827,45397039
521,73,53,42559151,41253046,38687780,41247793
521,118,19,45676007,42705022,42705010,44546365
521,118,14,46127938,45136463,42868836,45482026
521,118,9,46593853,44659348,44386625,46593622
521,121,9,46612685,45719831,45719811,45738346
521,121,20,45601981,42843432,40487555,45433165
521,121,42,43542469,39715858,39716116,43356487
521,124,22,45469770,42475379,42088662,45377730
521,124,16,45934991,44645829,43254090,45844200
521,124,24,45226504,40493981,39583896,44497379
521,127,14,46141385,44581106,43117697,45075135
521,127,16,45949844,43821385,43070979,45139852
521,127,21,45503242,44675436,41992607,45111340
521,127,10,46497473,44735487,44553275,45807371
521,130,12,46307557,44085820,43255168,45309303
521,130,30,44675881,43932498,43841541,42898178
521,130,32,44520080,43592802,43018644,43680416
521,130,20,45634066,42959395,42408029,43655836
521,130,20,45591855,44850477,42035473,44771031
521,130,27,44951003,44115751,42969121,44367880
521,175,34,44282917,42422922,41789284,44093643
521,175,12,46314748,45058307,43005009,46230262
521,175,10,46498956,45026735,44929035,45787196
